   1  AGRL   4
  0.000     0    0.00   0.650   0.100
  87  CANT   4
  30.00   0.50    3.00   0.15   0.05   0.50   0.95   0.60    0.50   1.20
  35.00   15.00   0.0138   0.0017   0.0663   0.0255   0.0148   0.0053   0.0020   0.0012
  0.250   0.0300   0.0060   4.00   0.750    3.00    660.00    39.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  88  HMEL   4
  30.00   0.55    4.00   0.15   0.05   0.50   0.95   0.60    0.50   1.20
  35.00   16.00   0.0071   0.0010   0.0070   0.0040   0.0020   0.0026   0.0020   0.0017
  0.250   0.0300   0.0060   4.00   0.750    3.00    660.00    39.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  89  WMEL   4
  30.00   0.50    1.50   0.15   0.05   0.50   0.95   0.60    0.50   2.00
  35.00   18.00   0.0117   0.0011   0.0663   0.0075   0.0048   0.0053   0.0025   0.0012
  0.250   0.0300   0.0060   4.00   0.750    3.00    660.00    39.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  90  PEPR   4
  30.00   0.60    5.00   0.15   0.05   0.50   0.95   0.60    0.50   1.20
  27.00   18.00   0.0188   0.0030   0.0600   0.0350   0.0250   0.0053   0.0020   0.0012
  0.250   0.0300   0.0050   4.00   0.750    8.00    660.00    39.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  91  STRW   6
  30.00   0.45    3.00   0.15   0.05   0.50   0.95   0.60    0.50   0.60
  32.00   10.00   0.0116   0.0023   0.0663   0.0255   0.0148   0.0053   0.0020   0.0012
  0.250   0.0300   0.0060   4.00   0.750    8.00    660.00    39.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  92  TOMA   4
  30.00   0.33    3.00   0.15   0.05   0.50   0.95   0.95    0.50   2.00
  22.00   10.00   0.0235   0.0048   0.0663   0.0300   0.0250   0.0053   0.0035   0.0025
  0.150   0.0300   0.0080   4.00   0.750    8.00    660.00    39.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
  93  APPL   7
  15.00   0.10    4.00   0.10   0.15   0.50   0.75   0.99    3.50   2.00
  20.00    7.00   0.0019   0.0004   0.0060   0.0020   0.0015   0.0007   0.0004   0.0003
  0.050   0.0010   0.0070   4.00   0.750    3.00    660.00    20.00   0.0500   0.750
  0.300    10  500.00   0.650   0.100
  94  PINE   7
  15.00   0.76    5.00   0.15   0.70   0.25   0.99   0.99   10.00   3.50
  30.00    0.00   0.0015   0.0003   0.0060   0.0020   0.0015   0.0007   0.0004   0.0003
  0.600   0.0010   0.0020   4.00   0.750    8.00    660.00    16.00   0.0500   0.750
  0.300    50  1000.00   0.650   0.100
  95   OAK   7
  15.00   0.76    5.00   0.05   0.05   0.40   0.95   0.99    6.00   3.50
  30.00   10.00   0.0015   0.0003   0.0060   0.0020   0.0015   0.0007   0.0004   0.0003
  0.010   0.0010   0.0020   4.00   0.750    8.00    660.00    16.00   0.0500   0.750
  0.300    50  1000.00   0.650   0.100
  96  POPL   7
  30.00   0.76    5.00   0.05   0.05   0.40   0.95   0.99    7.50   3.50
  30.00   10.00   0.0015   0.0003   0.0060   0.0020   0.0015   0.0007   0.0004   0.0003
  0.010   0.0010   0.0040   4.00   0.750    8.00    660.00    31.00   0.0500   0.750
  0.300    10  200.00   0.450   0.100
  97  MESQ   7
  16.10   0.05    1.25   0.05   0.05   0.40   0.95   0.99    6.00   3.50
  30.00   10.00   0.0015   0.0003   0.0200   0.0100   0.0080   0.0007   0.0004   0.0003
  0.010   0.0010   0.0040   4.00   0.750    8.00    660.00    18.00   0.0500   0.750
  0.300    10   50.00   0.610   0.100
  98  GRAP   7
  30.00   0.02    2.00   0.05   0.01   0.50   0.95   0.90    2.00   2.00
  30.00   10.00   0.0200   0.0025   0.0100   0.0040   0.0030   0.0014   0.0008   0.0006
  0.010   0.1000   0.0050   1.10   0.750    8.00    660.00    40.00   0.0500   0.010
  0.300     2    1.00   0.650   0.100
  99  WBAR   5
  30.00   0.54    4.00   0.05   0.05   0.45   0.95   0.90    0.90   1.30
  18.00    0.00   0.0250   0.0022   0.0663   0.0255   0.0148   0.0053   0.0020   0.0012
  0.200   0.0300   0.0056   4.00   0.750    6.00    660.00    39.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
 100  OILP   7
  12.00   0.18    5.00   0.10   0.15   0.50   0.75   0.99    3.50   2.00
  20.00    7.00   0.0019   0.0004   0.0060   0.0020   0.0015   0.0007   0.0004   0.0003
  0.050   0.0010   0.0071   4.00   0.750    3.00    660.00    20.00   0.0500   0.750
  0.300    10  500.00   0.650   0.100
 101  RUBR   7
   5.60   0.90    2.60   0.10   0.15   0.50   0.75   0.99    3.50   2.00
  20.00    7.00   0.0019   0.0004   0.0060   0.0020   0.0015   0.0007   0.0004   0.0003
  0.050   0.0010   0.0071   4.00   0.750    3.00    660.00    20.00   0.0500   0.750
  0.300    10  500.00   0.650   0.100
 102  BANA   7
  30.00   0.44    4.50   0.05   0.05   0.40   0.95   0.99    7.50   3.50
  30.00   10.00   0.0064   0.0008   0.0600   0.0320   0.0160   0.0030   0.0020   0.0010
  0.010   0.0010   0.0036   4.00   0.750    8.00    660.00    31.00   0.0500   0.750
  0.300    10  200.00   0.450   0.100
 103  TEFF   5
  35.00   0.23    3.00   0.15   0.05   0.50   0.95   0.90    0.90   2.00
  18.00    0.00   0.0234   0.0033   0.0600   0.0231   0.0134   0.0084   0.0032   0.0019
  0.200   0.0300   0.0056   4.00   0.750    8.00    660.00    46.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
 104  COFF   7
  10.00   0.15    1.35   0.05   0.05   0.40   0.95   0.99    2.00   2.00
  30.00   10.00   0.0015   0.0003   0.0200   0.0100   0.0080   0.0007   0.0004   0.0003
  0.010   0.0010   0.0036   4.00   0.750    8.00    660.00    18.00   0.0500   0.750
  0.300    10   50.00   0.610   0.100
 105  PTBN   1
  25.00   0.30    1.50   0.15   0.05   0.50   0.95   0.90    0.80   1.70
  25.00   10.00   0.0650   0.0091   0.0524   0.0265   0.0258   0.0074   0.0037   0.0035
  0.010   0.2000   0.0071   4.00   0.750    8.00    660.00    34.00   0.0500   0.000
  0.000     0    0.00   0.450   0.100
 106  ALMD   7
  16.10   0.05    1.20   0.05   0.05   0.40   0.95   0.99    6.00   3.50
  30.00   10.00   0.0015   0.0003   0.0200   0.0100   0.0080   0.0007   0.0004   0.0003
  0.010   0.0010   0.0036   4.00   0.750    8.00    660.00    18.00   0.0500   0.750
  0.300    10   50.00   0.610   0.100
 107  GRAR   7
  16.10   0.05    2.00   0.05   0.05   0.40   0.95   0.99    6.00   3.50
  30.00   10.00   0.0015   0.0003   0.0200   0.0100   0.0080   0.0007   0.0004   0.0003
  0.010   0.0010   0.0036   4.00   0.750    8.00    660.00    18.00   0.0500   0.750
  0.300    10   50.00   0.610   0.100
 108  OLIV   7
  16.10   0.05    0.80   0.05   0.05   0.40   0.95   0.99    6.00   3.50
  30.00   10.00   0.0015   0.0003   0.0200   0.0100   0.0080   0.0007   0.0004   0.0003
  0.010   0.0010   0.0036   4.00   0.750    8.00    660.00    18.00   0.0500   0.750
  0.300    10   50.00   0.610   0.100
 109  ORAN   7
  15.00   0.14    2.00   0.10   0.15   0.50   0.75   0.99    3.50   2.00
  20.00    7.00   0.0019   0.0004   0.0060   0.0020   0.0015   0.0007   0.0004   0.0003
  0.090   0.0010   0.0050   4.00   3.000    3.00    660.00    20.00   0.0500   0.010
  0.300    10   30.00   0.650   0.100
 110  SEPT   6
  35.00   0.90    4.00   0.05   0.05   0.49   0.95   0.99    0.50   2.00
  25.00   12.00   0.0234   0.0033   0.0600   0.0231   0.0134   0.0084   0.0032   0.0019
  0.900   0.0030   0.0050   4.00   0.750   10.00    660.00    36.00   0.0500   0.000
  0.000     0    0.00   1.000   0.100
 111  COCO   7
  24.00   0.56    5.00   0.15   0.70   0.25   0.99   0.99   10.00   3.50
  30.00    0.00   0.0015   0.0003   0.0060   0.0020   0.0015   0.0007   0.0004   0.0003
  0.600   0.0010   0.0019   4.00   0.750    8.00    660.00    16.00   0.0500   0.750
  0.300    30  1000.00   0.650   0.100
 112  CASH   7
  15.00   0.15    4.00   0.10   0.15   0.50   0.75   0.99    3.50   2.00
  20.00    7.00   0.0019   0.0004   0.0060   0.0020   0.0015   0.0007   0.0004   0.0003
  0.050   0.0010   0.0071   4.00   0.750    3.00    660.00    20.00   0.0500   0.750
  0.300    10  500.00   0.650   0.100
 113  PAPA   7
  30.00   0.44    4.50   0.05   0.05   0.40   0.95   0.99    7.50   3.50
  30.00   10.00   0.5000   0.0008   0.0600   0.0320   0.0160   0.0030   0.0020   0.0010
  0.010   0.0010   0.0036   4.00   0.750    8.00    660.00    31.00   0.0500   0.750
  0.300    10  200.00   0.450   0.100
 114  PINP   7
  30.00   0.70    4.00   0.05   0.05   0.40   0.95   0.99    1.00   3.50
  30.00   10.00   0.0064   0.0008   0.0600   0.0320   0.0160   0.0030   0.0020   0.0010
  0.010   0.0010   0.0036   4.00   0.750    8.00    660.00    31.00   0.0500   0.750
  0.300    10  200.00   0.450   0.100
 115  PLAN   7
  30.00   0.44    4.50   0.05   0.05   0.40   0.95   0.99    7.50   3.50
  30.00   10.00   0.0064   0.0008   0.0600   0.0320   0.0160   0.0030   0.0020   0.0010
  0.010   0.0010   0.0036   4.00   0.750    8.00    660.00    31.00   0.0500   0.750
  0.300    10  200.00   0.450   0.100
 116  PEPP   7
  30.00   0.60    2.00   0.15   0.05   0.50   0.95   0.60    0.80   1.10
  27.00   18.00   0.0030   0.0020   0.0600   0.0350   0.0250   0.0053   0.0020   0.0012
  0.300   0.0000   0.0070   0.50   0.750    8.00    660.00    39.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
 117  WILL   7
  30.00   0.76    5.00   0.05   0.05   0.40   0.95   0.99    7.50   3.50
  30.00   10.00   0.0015   0.0003   0.0060   0.0020   0.0015   0.0007   0.0004   0.0003
  0.010   0.0010   0.0036   4.00   0.750    8.00    660.00    31.00   0.0500   0.750
  0.300    10  200.00   0.450   0.100
 118  BARR   6
   0.01   0.01    0.01   0.05   0.05   0.49   0.95   0.99    0.01   0.10
  25.00   12.00   0.0234   0.0033   0.0600   0.0231   0.0134   0.0084   0.0032   0.0000
  0.900   0.2000   0.0050   4.00   0.750   10.00    660.00     0.01   0.5000   0.000
  0.000     0    0.00   1.000   0.100
 119  EUCA   7
  15.00   0.10    2.50   0.10   0.15   0.50   0.75   0.99    3.50   2.00
  20.00    7.00   0.0019   0.0004   0.0060   0.0020   0.0015   0.0007   0.0004   0.0003
  0.050   0.0010   0.0070   4.00   0.750    3.00    660.00    20.00   0.0500   0.750
  0.300    10  500.00   0.650   0.100
 120  CASS   5
  25.00   0.95    4.00   0.15   0.01   0.50   0.95   0.60    0.60   0.60
  22.00    7.00   0.0246   0.0023   0.0550   0.0200   0.0120   0.0060   0.0025   0.0019
  0.950   0.2000   0.0050   4.00   0.750   14.80    660.00    30.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
 121  RADI   5
  30.00   1.12    3.50   0.15   0.01   0.50   0.95   0.60    0.30   1.20
  24.00    7.00   0.0135   0.0036   0.0550   0.0075   0.0012   0.0060   0.0030   0.0020
  0.900   0.2000   0.0060   4.00   0.750   10.00    660.00    35.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
 122  MINT   5
   3.20   1.00    3.50   0.15   0.01   0.56   0.99   0.95    0.30   1.00
  30.00    5.00   0.0135   0.0036   0.0550   0.0075   0.0012   0.0060   0.0030   0.0020
  0.900   0.2000   0.0060   4.00   0.750   10.00    660.00    35.00   0.0500   0.000
  0.000     0    0.00   0.650   0.100
 123  COCB   4
  33.00   0.40    5.80   0.15   0.50   0.50   0.95   0.60    1.00   2.00
  25.00   10.00   0.0650   0.0091   0.0300   0.0265   0.0258   0.0074   0.0037   0.0035
  0.200   0.0010   0.0070   4.00   0.750    8.00    660.00    45.00   0.0500   0.010
  1.000    10   50.00   0.600   0.990
 124  COCT   7
  15.00   0.56    3.50   0.15   0.05   0.50   0.99   0.90   10.00   3.50
  30.00   10.00   0.0012   0.0030   0.0060   0.0020   0.0015   0.0007   0.0004   0.0003
  0.050   0.0010   0.0070   4.75   0.500    8.00    660.00    45.00   0.0500   0.750
  0.300    10  200.00   0.450   0.100
 125  PART   4
  33.00   0.40    3.00   0.15   0.50   0.50   0.95   0.60    1.00   2.00
  25.00   10.00   0.0650   0.0091   0.0300   0.0265   0.0258   0.0074   0.0037   0.0035
  0.200   0.0010   0.0070   4.00   0.750    8.00    660.00    45.00   0.0500   0.010
  1.000    10   50.00   0.600   0.990
 126  WALN   7
  15.00   0.10    4.00   0.10   0.15   0.50   0.75   0.99    3.50   2.00
  20.00    7.00   0.0019   0.0004   0.0060   0.0020   0.0015   0.0007   0.0004   0.0003
  0.050   0.0010   0.0070   4.00   0.750    3.00    660.00    20.00   0.0500   0.750
  0.300    10  500.00   0.650   0.100
 127  MAPL   7
  15.00   0.10    4.00   0.10   0.15   0.50   0.75   0.99    3.50   2.00
  20.00    7.00   0.0019   0.0004   0.0060   0.0020   0.0015   0.0007   0.0004   0.0003
  0.050   0.0010   0.0070   4.00   0.750    3.00    660.00    20.00   0.0500   0.750
  0.300    10  500.00   0.650   0.100
