Date	Time	Qobs	Cali_Valid_Flag
2002-04-01	00:00	2.76	V
2002-04-02	00:00	2.76	V
2002-04-03	00:00	2.62	V
2002-04-04	00:00	2.65	V
2002-04-05	00:00	2.76	V
2002-04-06	00:00	2.62	V
2002-04-07	00:00	2.62	V
2002-04-08	00:00	2.76	V
2002-04-09	00:00	3.54	V
2002-04-10	00:00	3.37	V
2002-04-11	00:00	3.04	V
2002-04-12	00:00	2.76	V
2002-04-13	00:00	2.48	V
2002-04-14	00:00	2.53	V
2002-04-15	00:00	2.53	V
2002-04-16	00:00	2.9	V
2002-04-17	00:00	3.37	V
2002-04-18	00:00	2.76	V
2002-04-19	00:00	2.48	V
2002-04-20	00:00	2.62	V
2002-04-21	00:00	2.48	V
2002-04-22	00:00	2.48	V
2002-04-23	00:00	2.62	V
2002-04-24	00:00	2.76	V
2002-04-25	00:00	3.04	V
2002-04-26	00:00	3.7	V
2002-04-27	00:00	3.54	V
2002-04-28	00:00	3.88	V
2002-04-29	00:00	2.62	V
2002-04-30	00:00	2.76	V
2002-05-01	00:00	2.76	V
2002-05-02	00:00	3.34	V
2002-05-03	00:00	2.76	V
2002-05-04	00:00	2.53	V
2002-05-05	00:00	2.53	V
2002-05-06	00:00	3.04	V
2002-05-07	00:00	2.76	V
2002-05-08	00:00	2.62	V
2002-05-09	00:00	2.48	V
2002-05-10	00:00	2.76	V
2002-05-11	00:00	2.48	V
2002-05-12	00:00	2.48	V
2002-05-13	00:00	2.76	V
2002-05-14	00:00	3.37	V
2002-05-15	00:00	4.49	V
2002-05-16	00:00	5.18	V
2002-05-17	00:00	3.7	V
2002-05-18	00:00	3.54	V
2002-05-19	00:00	3.37	V
2002-05-20	00:00	3.37	V
2002-05-21	00:00	2.76	V
2002-05-22	00:00	2.76	V
2002-05-23	00:00	2.76	V
2002-05-24	00:00	2.62	V
2002-05-25	00:00	6.04	V
2002-05-26	00:00	6.04	V
2002-05-27	00:00	4.81	V
2002-05-28	00:00	4.44	V
2002-05-29	00:00	4.06	V
2002-05-30	00:00	4.06	V
2002-05-31	00:00	4.06	V
2002-06-01	00:00	3.54	V
2002-06-02	00:00	3.21	V
2002-06-03	00:00	3.04	V
2002-06-04	00:00	3.21	V
2002-06-05	00:00	4.22	V
2002-06-06	00:00	4.24	V
2002-06-07	00:00	3.7	V
2002-06-08	00:00	3.37	V
2002-06-09	00:00	3.7	V
2002-06-10	00:00	5.01	V
2002-06-11	00:00	4.44	V
2002-06-12	00:00	3.7	V
2002-06-13	00:00	5.21	V
2002-06-14	00:00	4.62	V
2002-06-15	00:00	4.44	V
2002-06-16	00:00	9.25	V
2002-06-17	00:00	7.59	V
2002-06-18	00:00	6.46	V
2002-06-19	00:00	7.82	V
2002-06-20	00:00	8.76	V
2002-06-21	00:00	9.25	V
2002-06-22	00:00	11.73	V
2002-06-23	00:00	20.47	V
2002-06-24	00:00	23.58	V
2002-06-25	00:00	14.49	V
2002-06-26	00:00	12.29	V
2002-06-27	00:00	10.74	V
2002-06-28	00:00	10.74	V
2002-06-29	00:00	9.74	V
2002-06-30	00:00	9	V
2002-07-01	00:00	12.65	V
2002-07-02	00:00	14.03	V
2002-07-03	00:00	12.65	V
2002-07-04	00:00	11.42	V
2002-07-05	00:00	12.42	V
2002-07-06	00:00	15.07	V
2002-07-07	00:00	18.4	V
2002-07-08	00:00	28.98	V
2002-07-09	00:00	28.64	V
2002-07-10	00:00	26.45	V
2002-07-11	00:00	39.45	V
2002-07-12	00:00	32.43	V
2002-07-13	00:00	23.12	V
2002-07-14	00:00	20.7	V
2002-07-15	00:00	28.18	V
2002-07-16	00:00	32.55	V
2002-07-17	00:00	31.28	V
2002-07-18	00:00	26.22	V
2002-07-19	00:00	23.12	V
2002-07-20	00:00	21.05	V
2002-07-21	00:00	17.83	V
2002-07-22	00:00	18.4	V
2002-07-23	00:00	18.17	V
2002-07-24	00:00	17.83	V
2002-07-25	00:00	17.25	V
2002-07-26	00:00	17.6	V
2002-07-27	00:00	17.02	V
2002-07-28	00:00	18.17	V
2002-07-29	00:00	18.86	V
2002-07-30	00:00	19.32	V
2002-07-31	00:00	17.02	V
2002-08-01	00:00	15.64	V
2002-08-02	00:00	17.02	V
2002-08-03	00:00	15.99	V
2002-08-04	00:00	15.41	V
2002-08-05	00:00	17.14	V
2002-08-06	00:00	21.05	V
2002-08-07	00:00	18.98	V
2002-08-08	00:00	18.75	V
2002-08-09	00:00	18.63	V
2002-08-10	00:00	17.37	V
2002-08-11	00:00	16.33	V
2002-08-12	00:00	18.29	V
2002-08-13	00:00	36.57	V
2002-08-14	00:00	51.98	V
2002-08-15	00:00	54.74	V
2002-08-16	00:00	82.57	V
2002-08-17	00:00	76.71	V
2002-08-18	00:00	134.55	V
2002-08-19	00:00	129.95	V
2002-08-20	00:00	121.9	V
2002-08-21	00:00	128.8	V
2002-08-22	00:00	111.32	V
2002-08-23	00:00	103.39	V
2002-08-24	00:00	92.23	V
2002-08-25	00:00	91.54	V
2002-08-26	00:00	82.92	V
2002-08-27	00:00	78.43	V
2002-08-28	00:00	70.38	V
2002-08-29	00:00	67.51	V
2002-08-30	00:00	63.25	V
2002-08-31	00:00	57.73	V
2002-09-01	00:00	51.29	V
2002-09-02	00:00	47.27	V
2002-09-03	00:00	55.2	V
2002-09-04	00:00	58.77	V
2002-09-05	00:00	74.29	V
2002-09-06	00:00	75.79	V
2002-09-07	00:00	60.03	V
2002-09-08	00:00	55.89	V
2002-09-09	00:00	51.52	V
2002-09-10	00:00	52.21	V
2002-09-11	00:00	48.53	V
2002-09-12	00:00	49.45	V
2002-09-13	00:00	45.31	V
2002-09-14	00:00	43.59	V
2002-09-15	00:00	40.6	V
2002-09-16	00:00	38.87	V
2002-09-17	00:00	42.44	V
2002-09-18	00:00	44.51	V
2002-09-19	00:00	64.63	V
2002-09-20	00:00	56.58	V
2002-09-21	00:00	48.42	V
2002-09-22	00:00	43.01	V
2002-09-23	00:00	50.83	V
2002-09-24	00:00	43.93	V
2002-09-25	00:00	43.82	V
2002-09-26	00:00	39.56	V
2002-09-27	00:00	37.61	V
2002-09-28	00:00	54.17	V
2002-09-29	00:00	46.92	V
2002-09-30	00:00	38.99	V
2002-10-01	00:00	36.11	V
2002-10-02	00:00	33.47	V
2002-10-03	00:00	32.55	V
2002-10-04	00:00	31.86	V
2002-10-05	00:00	31.17	V
2002-10-06	00:00	34.04	V
2002-10-07	00:00	46.92	V
2002-10-08	00:00	36.11	V
2002-10-09	00:00	27.95	V
2002-10-10	00:00	25.99	V
2002-10-11	00:00	24.15	V
2002-10-12	00:00	22.89	V
2002-10-13	00:00	23.69	V
2002-10-14	00:00	34.73	V
2002-10-15	00:00	33.58	V
2002-10-16	00:00	48.07	V
2002-10-17	00:00	38.3	V
2002-10-18	00:00	32.2	V
2002-10-19	00:00	31.97	V
2002-10-20	00:00	37.61	V
2002-10-21	00:00	30.71	V
2002-10-22	00:00	27.03	V
2002-10-23	00:00	25.99	V
2002-10-24	00:00	26.11	V
2002-10-25	00:00	24.84	V
2002-10-26	00:00	24.38	V
2002-10-27	00:00	30.71	V
2002-10-28	00:00	26.68	V
2002-10-29	00:00	25.53	V
2002-10-30	00:00	26.91	V
2002-10-31	00:00	23.92	V
2002-11-01	00:00	23.46	V
2002-11-02	00:00	22.89	V
2002-11-03	00:00	20.93	V
2002-11-04	00:00	21.16	V
2002-11-05	00:00	17.37	V
2002-11-06	00:00	18.52	V
2002-11-07	00:00	19.32	V
2002-11-08	00:00	18.4	V
2002-11-09	00:00	17.25	V
2002-11-10	00:00	16.68	V
2002-11-11	00:00	16.33	V
2002-11-12	00:00	15.99	V
2002-11-13	00:00	15.3	V
2002-11-14	00:00	14.72	V
2002-11-15	00:00	14.03	V
2002-11-16	00:00	13.8	V
2002-11-17	00:00	13.8	V
2002-11-18	00:00	13.23	V
2002-11-19	00:00	12.77	V
2002-11-20	00:00	12.19	V
2002-11-21	00:00	12.19	V
2002-11-22	00:00	11.73	V
2002-11-23	00:00	11.73	V
2002-11-24	00:00	11.27	V
2002-11-25	00:00	11.27	V
2002-11-26	00:00	10.7	V
2002-11-27	00:00	10.47	V
2002-11-28	00:00	10.47	V
2002-11-29	00:00	10.24	V
2002-11-30	00:00	12.19	V
2002-12-01	00:00	15.3	V
2002-12-02	00:00	13	V
2002-12-03	00:00	11.5	V
2002-12-04	00:00	10.24	V
2002-12-05	00:00	10.01	V
2002-12-06	00:00	9.99	V
2002-12-07	00:00	11.24	V
2002-12-08	00:00	10.24	V
2002-12-09	00:00	9	V
2002-12-10	00:00	8.76	V
2002-12-11	00:00	8.76	V
2002-12-12	00:00	8.28	V
2002-12-13	00:00	8.28	V
2002-12-14	00:00	8.05	V
2002-12-15	00:00	7.82	V
2002-12-16	00:00	7.82	V
2002-12-17	00:00	7.59	V
2002-12-18	00:00	7.36	V
2002-12-19	00:00	7.36	V
2002-12-20	00:00	7.59	V
2002-12-21	00:00	7.36	V
2002-12-22	00:00	7.13	V
2002-12-23	00:00	6.9	V
2002-12-24	00:00	6.9	V
2002-12-25	00:00	6.9	V
2002-12-26	00:00	6.68	V
2002-12-27	00:00	6.46	V
2002-12-28	00:00	6.46	V
2002-12-29	00:00	6.26	V
2002-12-30	00:00	6.04	V
2002-12-31	00:00	5.87	V
2003-01-01	00:00	5.96	V
2003-01-02	00:00	5.74	V
2003-01-03	00:00	5.53	V
2003-01-04	00:00	5.53	V
2003-01-05	00:00	5.31	V
2003-01-06	00:00	5.31	V
2003-01-07	00:00	5.31	V
2003-01-08	00:00	5.31	V
2003-01-09	00:00	5.31	V
2003-01-10	00:00	5.11	V
2003-01-11	00:00	4.95	V
2003-01-12	00:00	4.89	V
2003-01-13	00:00	4.69	V
2003-01-14	00:00	4.72	V
2003-01-15	00:00	4.5	V
2003-01-16	00:00	4.26	V
2003-01-17	00:00	4.26	V
2003-01-18	00:00	4.11	V
2003-01-19	00:00	4.11	V
2003-01-20	00:00	3.74	V
2003-01-21	00:00	3.74	V
2003-01-22	00:00	3.8	V
2003-01-23	00:00	3.57	V
2003-01-24	00:00	3.57	V
2003-01-25	00:00	3.57	V
2003-01-26	00:00	3.74	V
2003-01-27	00:00	3.4	V
2003-01-28	00:00	3.4	V
2003-01-29	00:00	3.4	V
2003-01-30	00:00	3.4	V
2003-01-31	00:00	3.4	V
2003-02-01	00:00	3.4	V
2003-02-02	00:00	3.74	V
2003-02-03	00:00	3.57	V
2003-02-04	00:00	3.4	V
2003-02-05	00:00	3.4	V
2003-02-06	00:00	3.23	V
2003-02-07	00:00	3.06	V
2003-02-08	00:00	3.11	V
2003-02-09	00:00	3.06	V
2003-02-10	00:00	3.06	V
2003-02-11	00:00	3.06	V
2003-02-12	00:00	2.91	V
2003-02-13	00:00	2.91	V
2003-02-14	00:00	2.76	V
2003-02-15	00:00	2.76	V
2003-02-16	00:00	2.76	V
2003-02-17	00:00	2.76	V
2003-02-18	00:00	2.76	V
2003-02-19	00:00	2.76	V
2003-02-20	00:00	2.61	V
2003-02-21	00:00	2.61	V
2003-02-22	00:00	2.76	V
2003-02-23	00:00	2.61	V
2003-02-24	00:00	2.61	V
2003-02-25	00:00	2.61	V
2003-02-26	00:00	2.61	V
2003-02-27	00:00	2.46	V
2003-02-28	00:00	2.46	V
2003-03-01	00:00	2.46	V
2003-03-02	00:00	2.31	V
2003-03-03	00:00	2.31	V
2003-03-04	00:00	2.31	V
2003-03-05	00:00	2.31	V
2003-03-06	00:00	2.31	V
2003-03-07	00:00	3.8	V
2003-03-08	00:00	5.11	V
2003-03-09	00:00	4.11	V
2003-03-10	00:00	3.06	V
2003-03-11	00:00	3.06	V
2003-03-12	00:00	2.76	V
2003-03-13	00:00	2.76	V
2003-03-14	00:00	2.61	V
2003-03-15	00:00	2.76	V
2003-03-16	00:00	2.91	V
2003-03-17	00:00	2.76	V
2003-03-18	00:00	2.76	V
2003-03-19	00:00	2.76	V
2003-03-20	00:00	2.76	V
2003-03-21	00:00	2.76	V
2003-03-22	00:00	2.76	V
2003-03-23	00:00	3.11	V
2003-03-24	00:00	3.91	V
2003-03-25	00:00	3.74	V
2003-03-26	00:00	3.8	V
2003-03-27	00:00	3.22	V
2003-03-28	00:00	3.11	V
2003-03-29	00:00	2.88	V
2003-03-30	00:00	2.88	V
2003-03-31	00:00	2.91	V
2003-04-01	00:00	2.76	V
2003-04-02	00:00	2.91	V
2003-04-03	00:00	2.76	V
2003-04-04	00:00	2.65	V
2003-04-05	00:00	2.76	V
2003-04-06	00:00	3.23	V
2003-04-07	00:00	3.06	V
2003-04-08	00:00	3.06	V
2003-04-09	00:00	3.06	V
2003-04-10	00:00	2.76	V
2003-04-11	00:00	2.76	V
2003-04-12	00:00	2.91	V
2003-04-13	00:00	3.4	V
2003-04-14	00:00	3.22	V
2003-04-15	00:00	2.88	V
2003-04-16	00:00	2.61	V
2003-04-17	00:00	2.46	V
2003-04-18	00:00	2.46	V
2003-04-19	00:00	2.31	V
2003-04-20	00:00	2.31	V
2003-04-21	00:00	2.46	V
2003-04-22	00:00	2.61	V
2003-04-23	00:00	2.46	V
2003-04-24	00:00	2.16	V
2003-04-25	00:00	2.46	V
2003-04-26	00:00	3.23	V
2003-04-27	00:00	3.74	V
2003-04-28	00:00	3.06	V
2003-04-29	00:00	2.76	V
2003-04-30	00:00	2.46	V
2003-05-01	00:00	2.46	V
2003-05-02	00:00	3.11	V
2003-05-03	00:00	2.88	V
2003-05-04	00:00	8.17	V
2003-05-05	00:00	8.17	V
2003-05-06	00:00	4.89	V
2003-05-07	00:00	4.11	V
2003-05-08	00:00	7.52	V
2003-05-09	00:00	6.84	V
2003-05-10	00:00	4.5	V
2003-05-11	00:00	3.74	V
2003-05-12	00:00	3.74	V
2003-05-13	00:00	3.74	V
2003-05-14	00:00	4.3	V
2003-05-15	00:00	4.95	V
2003-05-16	00:00	5.29	V
2003-05-17	00:00	6.84	V
2003-05-18	00:00	5.74	V
2003-05-19	00:00	4.89	V
2003-05-20	00:00	5.11	V
2003-05-21	00:00	5.96	V
2003-05-22	00:00	6.39	V
2003-05-23	00:00	5.74	V
2003-05-24	00:00	5.53	V
2003-05-25	00:00	7.52	V
2003-05-26	00:00	11.03	V
2003-05-27	00:00	14.95	V
2003-05-28	00:00	15.76	V
2003-05-29	00:00	12.65	V
2003-05-30	00:00	14.38	V
2003-05-31	00:00	14.03	V
2003-06-01	00:00	35.77	V
2003-06-02	00:00	71.42	V
2003-06-03	00:00	50.26	V
2003-06-04	00:00	36	V
2003-06-05	00:00	28.18	V
2003-06-06	00:00	23.92	V
2003-06-07	00:00	25.19	V
2003-06-08	00:00	24.38	V
2003-06-09	00:00	20.36	V
2003-06-10	00:00	18.06	V
2003-06-11	00:00	17.6	V
2003-06-12	00:00	16.79	V
2003-06-13	00:00	15.76	V
2003-06-14	00:00	14.95	V
2003-06-15	00:00	14.61	V
2003-06-16	00:00	15.3	V
2003-06-17	00:00	14.15	V
2003-06-18	00:00	13.23	V
2003-06-19	00:00	14.15	V
2003-06-20	00:00	14.15	V
2003-06-21	00:00	13.69	V
2003-06-22	00:00	13.23	V
2003-06-23	00:00	13.46	V
2003-06-24	00:00	12.19	V
2003-06-25	00:00	11.96	V
2003-06-26	00:00	12.19	V
2003-06-27	00:00	11.26	V
2003-06-28	00:00	10.79	V
2003-06-29	00:00	10.56	V
2003-06-30	00:00	11.73	V
2003-07-01	00:00	14.38	V
2003-07-02	00:00	25.3	V
2003-07-03	00:00	17.14	V
2003-07-04	00:00	13.46	V
2003-07-05	00:00	17.71	V
2003-07-06	00:00	13.46	V
2003-07-07	00:00	12.19	V
2003-07-08	00:00	11.73	V
2003-07-09	00:00	11.26	V
2003-07-10	00:00	11.73	V
2003-07-11	00:00	12.19	V
2003-07-12	00:00	12.65	V
2003-07-13	00:00	13.69	V
2003-07-14	00:00	12.88	V
2003-07-15	00:00	12.19	V
2003-07-16	00:00	13.69	V
2003-07-17	00:00	13.23	V
2003-07-18	00:00	11.73	V
2003-07-19	00:00	13.23	V
2003-07-20	00:00	13.69	V
2003-07-21	00:00	12.65	V
2003-07-22	00:00	13.11	V
2003-07-23	00:00	25.42	V
2003-07-24	00:00	46.23	V
2003-07-25	00:00	37.26	V
2003-07-26	00:00	30.13	V
2003-07-27	00:00	30.36	V
2003-07-28	00:00	34.73	V
2003-07-29	00:00	29.9	V
2003-07-30	00:00	34.96	V
2003-07-31	00:00	29.67	V
2003-08-01	00:00	27.14	V
2003-08-02	00:00	34.96	V
2003-08-03	00:00	67.28	V
2003-08-04	00:00	53.36	V
2003-08-05	00:00	53.25	V
2003-08-06	00:00	53.94	V
2003-08-07	00:00	54.28	V
2003-08-08	00:00	55.78	V
2003-08-09	00:00	53.48	V
2003-08-10	00:00	50.37	V
2003-08-11	00:00	45.31	V
2003-08-12	00:00	42.78	V
2003-08-13	00:00	42.67	V
2003-08-14	00:00	39.45	V
2003-08-15	00:00	36.46	V
2003-08-16	00:00	36.34	V
2003-08-17	00:00	39.1	V
2003-08-18	00:00	44.97	V
2003-08-19	00:00	45.08	V
2003-08-20	00:00	44.97	V
2003-08-21	00:00	40.83	V
2003-08-22	00:00	35.08	V
2003-08-23	00:00	30.48	V
2003-08-24	00:00	29.21	V
2003-08-25	00:00	28.64	V
2003-08-26	00:00	28.64	V
2003-08-27	00:00	25.65	V
2003-08-28	00:00	27.95	V
2003-08-29	00:00	29.44	V
2003-08-30	00:00	24.38	V
2003-08-31	00:00	22.66	V
2003-09-01	00:00	21.85	V
2003-09-02	00:00	22.2	V
2003-09-03	00:00	23.35	V
2003-09-04	00:00	24.38	V
2003-09-05	00:00	22.31	V
2003-09-06	00:00	22.31	V
2003-09-07	00:00	23.92	V
2003-09-08	00:00	56.12	V
2003-09-09	00:00	80.96	V
2003-09-10	00:00	62.45	V
2003-09-11	00:00	51.64	V
2003-09-12	00:00	46.35	V
2003-09-13	00:00	55.2	V
2003-09-14	00:00	53.25	V
2003-09-15	00:00	46.69	V
2003-09-16	00:00	45.43	V
2003-09-17	00:00	45.08	V
2003-09-18	00:00	67.74	V
2003-09-19	00:00	82.11	V
2003-09-20	00:00	70.15	V
2003-09-21	00:00	64.98	V
2003-09-22	00:00	74.06	V
2003-09-23	00:00	69.35	V
2003-09-24	00:00	60.15	V
2003-09-25	00:00	55.32	V
2003-09-26	00:00	55.89	V
2003-09-27	00:00	59.34	V
2003-09-28	00:00	55.66	V
2003-09-29	00:00	62.22	V
2003-09-30	00:00	75.44	V
2003-10-01	00:00	63.71	V
2003-10-02	00:00	59.11	V
2003-10-03	00:00	49.22	V
2003-10-04	00:00	45.31	V
2003-10-05	00:00	42.9	V
2003-10-06	00:00	46	V
2003-10-07	00:00	38.87	V
2003-10-08	00:00	35.31	V
2003-10-09	00:00	32.78	V
2003-10-10	00:00	34.04	V
2003-10-11	00:00	34.39	V
2003-10-12	00:00	41.52	V
2003-10-13	00:00	37.38	V
2003-10-14	00:00	30.71	V
2003-10-15	00:00	27.6	V
2003-10-16	00:00	28.18	V
2003-10-17	00:00	35.19	V
2003-10-18	00:00	25.88	V
2003-10-19	00:00	23.58	V
2003-10-20	00:00	22.77	V
2003-10-21	00:00	20.82	V
2003-10-22	00:00	19.55	V
2003-10-23	00:00	19.78	V
2003-10-24	00:00	16.56	V
2003-10-25	00:00	17.37	V
2003-10-26	00:00	17.02	V
2003-10-27	00:00	15.76	V
2003-10-28	00:00	15.3	V
2003-10-29	00:00	14.72	V
2003-10-30	00:00	14.03	V
2003-10-31	00:00	13.57	V
2003-11-01	00:00	13.46	V
2003-11-02	00:00	13.23	V
2003-11-03	00:00	13.23	V
2003-11-04	00:00	12.65	V
2003-11-05	00:00	12.19	V
2003-11-06	00:00	11.73	V
2003-11-07	00:00	11.73	V
2003-11-08	00:00	11.5	V
2003-11-09	00:00	11.27	V
2003-11-10	00:00	10.81	V
2003-11-11	00:00	10.58	V
2003-11-12	00:00	11.26	V
2003-11-13	00:00	14.38	V
2003-11-14	00:00	12.88	V
2003-11-15	00:00	11.26	V
2003-11-16	00:00	10.33	V
2003-11-17	00:00	10.33	V
2003-11-18	00:00	9.61	V
2003-11-19	00:00	9.38	V
2003-11-20	00:00	9.86	V
2003-11-21	00:00	9.38	V
2003-11-22	00:00	8.91	V
2003-11-23	00:00	8.74	V
2003-11-24	00:00	8.4	V
2003-11-25	00:00	8.4	V
2003-11-26	00:00	8.17	V
2003-11-27	00:00	7.94	V
2003-11-28	00:00	7.71	V
2003-11-29	00:00	7.48	V
2003-11-30	00:00	7.48	V
2003-12-01	00:00	7.48	V
2003-12-02	00:00	7.02	V
2003-12-03	00:00	7.02	V
2003-12-04	00:00	7.02	V
2003-12-05	00:00	6.9	V
2003-12-06	00:00	6.62	V
2003-12-07	00:00	6.62	V
2003-12-08	00:00	6.62	V
2003-12-09	00:00	6.39	V
2003-12-10	00:00	6.39	V
2003-12-11	00:00	6.39	V
2003-12-12	00:00	6.44	V
2003-12-13	00:00	6.21	V
2003-12-14	00:00	5.98	V
2003-12-15	00:00	5.98	V
2003-12-16	00:00	5.74	V
2003-12-17	00:00	5.53	V
2003-12-18	00:00	5.53	V
2003-12-19	00:00	5.53	V
2003-12-20	00:00	5.31	V
2003-12-21	00:00	5.31	V
2003-12-22	00:00	5.29	V
2003-12-23	00:00	5.11	V
2003-12-24	00:00	5.11	V
2003-12-25	00:00	5.11	V
2003-12-26	00:00	5.11	V
2003-12-27	00:00	5.11	V
2003-12-28	00:00	5.11	V
2003-12-29	00:00	4.89	V
2003-12-30	00:00	4.89	V
2003-12-31	00:00	4.95	V
2004-01-01	00:00	4.72	V
2004-01-02	00:00	4.72	V
2004-01-03	00:00	4.54	V
2004-01-04	00:00	4.37	V
2004-01-05	00:00	4.37	V
2004-01-06	00:00	4.2	V
2004-01-07	00:00	4.2	V
2004-01-08	00:00	4.2	V
2004-01-09	00:00	4.03	V
2004-01-10	00:00	4.03	V
2004-01-11	00:00	3.68	V
2004-01-12	00:00	3.69	V
2004-01-13	00:00	3.69	V
2004-01-14	00:00	3.57	V
2004-01-15	00:00	3.36	V
2004-01-16	00:00	3.34	V
2004-01-17	00:00	3.34	V
2004-01-18	00:00	3.2	V
2004-01-19	00:00	3.2	V
2004-01-20	00:00	3.2	V
2004-01-21	00:00	3.2	V
2004-01-22	00:00	3.22	V
2004-01-23	00:00	3.2	V
2004-01-24	00:00	3.2	V
2004-01-25	00:00	3.2	V
2004-01-26	00:00	3.05	V
2004-01-27	00:00	3.05	V
2004-01-28	00:00	3.05	V
2004-01-29	00:00	2.91	V
2004-01-30	00:00	2.91	V
2004-01-31	00:00	2.76	V
2004-02-01	00:00	2.76	V
2004-02-02	00:00	2.62	V
2004-02-03	00:00	2.62	V
2004-02-04	00:00	2.62	V
2004-02-05	00:00	3.05	V
2004-02-06	00:00	3.36	V
2004-02-07	00:00	2.91	V
2004-02-08	00:00	2.88	V
2004-02-09	00:00	2.76	V
2004-02-10	00:00	2.76	V
2004-02-11	00:00	2.62	V
2004-02-12	00:00	2.62	V
2004-02-13	00:00	2.47	V
2004-02-14	00:00	2.32	V
2004-02-15	00:00	2.32	V
2004-02-16	00:00	2.32	V
2004-02-17	00:00	2.32	V
2004-02-18	00:00	2.32	V
2004-02-19	00:00	2.32	V
2004-02-20	00:00	2.32	V
2004-02-21	00:00	2.32	V
2004-02-22	00:00	2.19	V
2004-02-23	00:00	2.19	V
2004-02-24	00:00	2.19	V
2004-02-25	00:00	2.04	V
2004-02-26	00:00	2.32	V
2004-02-27	00:00	2.47	V
2004-02-28	00:00	2.32	V
2004-02-29	00:00	2.19	V
2004-03-01	00:00	2.04	V
2004-03-02	00:00	2.19	V
2004-03-03	00:00	2.62	V
2004-03-04	00:00	2.62	V
2004-03-05	00:00	2.62	V
2004-03-06	00:00	2.59	V
2004-03-07	00:00	2.65	V
2004-03-08	00:00	2.58	V
2004-03-09	00:00	2.04	V
2004-03-10	00:00	2.04	V
2004-03-11	00:00	2.04	V
2004-03-12	00:00	2.04	V
2004-03-13	00:00	2.04	V
2004-03-14	00:00	2.04	V
2004-03-15	00:00	1.96	V
2004-03-16	00:00	1.75	V
2004-03-17	00:00	1.75	V
2004-03-18	00:00	1.75	V
2004-03-19	00:00	1.61	V
2004-03-20	00:00	1.61	V
2004-03-21	00:00	1.5	V
2004-03-22	00:00	1.9	V
2004-03-23	00:00	1.96	V
2004-03-24	00:00	1.75	V
2004-03-25	00:00	1.9	V
2004-03-26	00:00	2.19	V
2004-03-27	00:00	2.3	V
2004-03-28	00:00	3.68	V
2004-03-29	00:00	4.37	V
2004-03-30	00:00	4.37	V
2004-03-31	00:00	4.2	V
2004-04-01	00:00	4.03	V
2004-04-02	00:00	3.86	V
2004-04-03	00:00	3.69	V
2004-04-04	00:00	3.57	V
2004-04-05	00:00	3.69	V
2004-04-06	00:00	3.86	V
2004-04-07	00:00	4.37	V
2004-04-08	00:00	6.34	V
2004-04-09	00:00	5.23	V
2004-04-10	00:00	5.58	V
2004-04-11	00:00	4.89	V
2004-04-12	00:00	4.54	V
2004-04-13	00:00	5.41	V
2004-04-14	00:00	6.1	V
2004-04-15	00:00	5.64	V
2004-04-16	00:00	5.23	V
2004-04-17	00:00	5.58	V
2004-04-18	00:00	5.58	V
2004-04-19	00:00	5.58	V
2004-04-20	00:00	5.41	V
2004-04-21	00:00	4.89	V
2004-04-22	00:00	4.37	V
2004-04-23	00:00	4.03	V
2004-04-24	00:00	4.03	V
2004-04-25	00:00	3.53	V
2004-04-26	00:00	3.53	V
2004-04-27	00:00	3.53	V
2004-04-28	00:00	3.53	V
2004-04-29	00:00	3.53	V
2004-04-30	00:00	4.2	V
2004-05-01	00:00	4.2	V
2004-05-02	00:00	4.03	V
2004-05-03	00:00	4.95	V
2004-05-04	00:00	5.06	V
2004-05-05	00:00	4.26	V
2004-05-06	00:00	4.03	V
2004-05-07	00:00	4.03	V
2004-05-08	00:00	3.86	V
2004-05-09	00:00	4.89	V
2004-05-10	00:00	6.14	V
2004-05-11	00:00	5.41	V
2004-05-12	00:00	5.41	V
2004-05-13	00:00	5.75	V
2004-05-14	00:00	5.95	V
2004-05-15	00:00	6.56	V
2004-05-16	00:00	6.56	V
2004-05-17	00:00	5.41	V
2004-05-18	00:00	5.06	V
2004-05-19	00:00	4.72	V
2004-05-20	00:00	5.06	V
2004-05-21	00:00	5.23	V
2004-05-22	00:00	5.95	V
2004-05-23	00:00	8.52	V
2004-05-24	00:00	9.2	V
2004-05-25	00:00	10.33	V
2004-05-26	00:00	8.75	V
2004-05-27	00:00	6.53	V
2004-05-28	00:00	5.95	V
2004-05-29	00:00	5.75	V
2004-05-30	00:00	5.75	V
2004-05-31	00:00	5.58	V
2004-06-01	00:00	7.18	V
2004-06-02	00:00	6.14	V
2004-06-03	00:00	5.75	V
2004-06-04	00:00	5.75	V
2004-06-05	00:00	6.96	V
2004-06-06	00:00	6.96	V
2004-06-07	00:00	7.62	V
2004-06-08	00:00	15.07	V
2004-06-09	00:00	13.92	V
2004-06-10	00:00	11.96	V
2004-06-11	00:00	13.23	V
2004-06-12	00:00	12.19	V
2004-06-13	00:00	20.82	V
2004-06-14	00:00	32.09	V
2004-06-15	00:00	19.78	V
2004-06-16	00:00	16.33	V
2004-06-17	00:00	13.92	V
2004-06-18	00:00	13.11	V
2004-06-19	00:00	15.41	V
2004-06-20	00:00	30.25	V
2004-06-21	00:00	33.7	V
2004-06-22	00:00	21.28	V
2004-06-23	00:00	37.15	V
2004-06-24	00:00	26.34	V
2004-06-25	00:00	21.39	V
2004-06-26	00:00	20.01	V
2004-06-27	00:00	17.02	V
2004-06-28	00:00	18.86	V
2004-06-29	00:00	17.83	V
2004-06-30	00:00	17.14	V
